sap_id,streetlight_model,streetlight_type,streetlight_wattage,streetlight_voltage,lng,lat,location_description
SX-015888-001,COBRA,IND,85,120,-117.0719821,32.68060339,PLUMAS ST @ REO DR S/S
SS-002290-001,COBRA,IND,85,120,-117.0716405,32.67984739,ALTAMONT PL N/O ALTAMONT DR 250' E
SX-015921-001,COBRA,IND,85,120,-117.0715281,32.67921293,ALTAMONT DR @ ALTAMONT PL SW
SX-015910-001,COBRA,IND,85,120,-117.0698214,32.6796115,ALTAMONT CR @ ALTAMONT DR S/S
SS-002278-001,COBRA,IND,85,120,-117.0701212,32.67999085,ALTAMONT CR N/O ALTAMONT DR 125' W/S
SS-020458-001,COBRA,IND,85,120,-117.0708767,32.68033566,OLIVE AV N/O ALTAMONT DR 250' E
SX-015887-002,COBRA,IND,85,120,-117.0696715,32.68064349,REO CT @ REO DR S/S
SX-015891-001,COBRA,IND,85,120,-117.0682418,32.68044545,ALTAMONT CT @ ALTAMONT DR
SS-004379-005,COBRA,IND,85,120,-117.2469644,32.8836049,BLACK GOLD RD @ CROWN CREST LN E/S
SX-016077-001,COBRA,IND,85,240,-117.0686331,32.67053764,RACHAEL AV @ ROANOKE ST W/S
SX-016031-001,COBRA,IND,85,240,-117.0696606,32.67320495,CUMBERLAND ST @ RACHAEL AV W/S
SX-017157-001,COBRA,IND,85,240,-117.0693911,32.6722637,RACHAEL AV @ SHAW ST W/S
SX-016029-001,COBRA,IND,85,240,-117.0683351,32.6733148,CUMBERLAND ST @ WESTWOOD ST NE
SX-015995-001,COBRA,IND,85,240,-117.0681435,32.67500972,ALBERMARLE ST @ HOPKINS ST
SX-016001-001,COBRA,IND,85,240,-117.0691182,32.67483008,ALBERMARLE ST @ WESTWOOD ST SW
SX-016005-001,COBRA,IND,55,240,-117.070312,32.67480552,ALBERMARLE ST @ RACHAEL AV NW
SX-017156-001,COBRA,IND,85,240,-117.0706058,32.67560436,GABLES ST @ RACHAEL AV W/S
SS-011721-001,COBRA,IND,85,240,-117.0692448,32.67563279,GABLES ST E/O RACHAEL AV 350' S/S
SX-015967-001,COBRA,IND,85,240,-117.0687833,32.67715555,FLINTRIDGE DR @ POTOMAC ST NW
SX-015950-001,COBRA,IND,85,240,-117.0690705,32.67778484,BOLIVAR ST @ FLINTRIDGE DR SW
SS-004518-001,COBRA,IND,85,120,-117.0700565,32.67753976,BOLIVAR ST W/O FLINTRIDGE DR 330' S/S
SX-017154-001,COBRA,IND,85,240,-117.0713032,32.67739317,BOLIVAR ST @ RACHAEL AV W/S
SX-017153-001,COBRA,IND,85,240,-117.0715588,32.67801667,ALLEGHANY ST @ RACHAEL AV SW
SX-015929-001,COBRA,IND,85,240,-117.0694239,32.67877926,ALLEGHANY ST @ FLINTRIDGE DR N/S
SS-029134-001,COBRA,IND,85,120,-117.1109074,32.68451842,YAMA ST SW/O COTTONWOOD ST @ CDS
SX-015792-002,COBRA,IND,85,120,-117.1104353,32.68471165,COTTONWOOD ST @ YAMA ST SE
SS-008083-001,COBRA,IND,85,120,-117.1103931,32.68419359,ALLEY S/O COTTONWOOD ST E/O YAMA ST 200'
SX-015808-002,COBRA,IND,85,120,-117.1068048,32.68405941,40TH ST @ MARINE VIEW AV SW
SX-015808-001,COBRA,IND,85,240,-117.106962,32.68432747,40TH ST @ MARINE VIEW AV NW
SS-017532-001,COBRA,IND,85,240,-117.109289,32.68396515,MARINE VIEW AV E/O OSBORNE ST 200' N/S
SX-015814-001,COBRA,IND,85,240,-117.1077466,32.68387389,ANTHONY DR @ MARINE VIEW AV SW
SX-015796-001,COBRA,IND,85,240,-117.1088901,32.68469731,COTTONWOOD ST @ EARL ST S/S
SS-017533-001,COBRA,IND,85,120,-117.1055196,32.6847345,AI MARINE VIEW AV E/O 41ST ST 1S
SX-013523-001,COBRA,IND,85,240,-117.0298909,32.72069018,BRADDOCK PL @ BRADDOCK ST W/S
SS-004740-001,COBRA,IND,85,240,-117.0288461,32.72110168,BRADDOCK PL E/O BRADDOCK @ CRV
SX-017155-001,COBRA,IND,85,120,-117.0710126,32.67645398,POTOMAC ST @ RACHAEL AV SW
SS-002152-001,COBRA,IND,85,120,-117.0681323,32.67914109,ALLEGHANY ST @ REO NW
SX-015899-001,COBRA,IND,165,120,-117.0687306,32.68022545,ALTAMONT DR @ REO DR NE
SX-015884-002,COBRA,IND,165,120,-117.0707624,32.68077768,OLIVE AV @ REO DR SE
SX-015884-001,COBRA,IND,165,120,-117.0710425,32.68094742,OLIVE AV @ REO DR NW
SX-015916-001,COBRA,IND,165,120,-117.0706701,32.67936018,ALTAMONT DR @ OLIVE AV S/S
SX-015899-002,COBRA,IND,165,120,-117.0688005,32.67992052,ALTAMONT DR @ REO DR SW
SX-015923-002,COBRA,IND,165,120,-117.0681046,32.6792098,ALLEGHANY ST @ REO DR NE
SS-002153-001,COBRA,IND,85,120,-117.0708582,32.67837509,ALLEGHANY ST W/O FLINTRIDGE DR 322' N/S
SS-005454-001,COBRA,IND,85,120,-117.2518192,32.86286237,CL CHIQUITA E/O AV DE LAS ONDAS 100'
SX-003563-003,COBRA,IND,85,120,-117.2533095,32.86339518,LA JOLLA SHORES DR @ EL PASEO GRANDE SWS
SX-003563-002,COBRA,IND,85,120,-117.2533385,32.86357284,LA JOLLA SHORES DR @ EL PASEO GRANDE NWW
SX-003488-001,COBRA,IND,85,120,-117.2514139,32.87098241,AI LA JOLLA SHORES DR@LA JOLLA SHORES LN NW
SS-013747-001,COBRA,IND,85,120,-117.2486804,32.87191506,HORIZON WY S/O ELLENTOWN RD 75' W/S
SX-003486-001,COBRA,IND,85,120,-117.247559,32.87130954,HORIZON WY @ LA JOLLA SHORES DR NW
SX-015795-001,COBRA,IND,85,240,-117.109968,32.68470921,COTTONWOOD ST @ OSBORN ST SW
SX-015798-001,COBRA,IND,85,240,-117.1058679,32.68461882,41ST ST @ MARINE VIEW AV SW
SX-017151-001,COBRA,IND,85,120,-117.1048665,32.68417838,DIVISION ST E/O MARINE VIEW AV NW
SX-017152-001,COBRA,IND,85,120,-117.1066475,32.68366653,40TH ST @ DIVISION ST NW
SX-015832-001,COBRA,IND,85,240,-117.1076345,32.68336516,ANTHONY DR @ DIVISION ST NW
SS-015617-001,COBRA,IND,85,120,-117.2506075,32.87108048,AI LA JOLLA SHORES DRNE/O LA JLA SHRS LN355
,COBRA,IND,85,120,-117.2515555,32.87015114,CS LA JOLLA SHORES DR @ SHELLBACK E
,COBRA,IND,55,120,-117.2491572,32.88094134,"CS LA JOLLA FARMS RD W/O BLACK GOLD RD 930' E/S
CS LA JOLLA FARMS RD W/O BLACK GOLD RD 930' E/S
"
,COBRA,IND,55,120,-117.2495028,32.88463209,LA JOLLA FARMS RD S/O BLACK GOLD RD 300' W/S
SS-015541-004,COBRA,IND,55,120,-117.2494468,32.88367879,LA JOLLA FARMS RD S/O BLACK GOLD RD 600' W/S
SS-013037-009,COBRA,IND,165,120,-117.1189031,32.68124671,AI HARBOR DR S/O VESTA ST 1S
SS-013037-005,COBRA,IND,165,120,-117.1191759,32.68143054,AI HARBOR DR @ VESTA ST/GATE 7 S/E
SS-013037-003,COBRA,IND,165,120,-117.1193426,32.68157926,AI HARBOR DR @ VESTA ST/GATE 7 N/E
SS-013037-007,COBRA,IND,165,120,-117.1195605,32.6818471,HARBOR DR S/O 32ND ST 2355' E/S
SS-013037-010,COBRA,IND,165,120,-117.1200285,32.68222285,HARBOR DR S/O 32ND ST 2055' E/S
SS-013037-008,COBRA,IND,165,120,-117.1210091,32.682993,HARBOR DR S/O 32ND ST 1430' E/S
SS-013037-013,COBRA,IND,165,120,-117.1217977,32.68355062,HARBOR DR S/O 32ND ST 2955' E/S
SS-013037-012,COBRA,IND,165,120,-117.1225681,32.68404505,HARBOR DR S/O 32ND ST 2655' E/S
SS-013037-014,COBRA,IND,165,120,-117.1234858,32.68469328,HARBOR DR S/O 32ND ST 400' E/S
SX-015803-002,COBRA,IND,165,240,-117.1136538,32.68421052,MAIN ST @ WOODEN ST SE
SS-008299-001,COBRA,IND,85,120,-117.2480615,32.88401646,CROWN CREST LN W/O BLACK GOLD RD @ CDS
SS-013037-011,COBRA,IND,165,120,-117.1182805,32.68062307,AI HARBOR DR S/O VESTA ST 2S
SS-013037-004,COBRA,IND,165,120,-117.1195941,32.68135971,AI HARBOR DR @ VESTA ST/GATE 7 N/W
SS-013037-006,COBRA,IND,165,120,-117.1194122,32.68124943,AI HARBOR DR @ VESTA ST/GATE 7 S/W
SX-017142-002,COBRA,IND,85,240,-117.0233141,32.84238824,CARLTON OAKS BL @ WEST HILL DR/OLD MAST BL NEN
SX-004069-004,COBRA,IND,165,240,-117.0236892,32.84583696,MAST BL @ WEST HILLS DR/OLD MAST BL SEE
SX-004069-005,COBRA,IND,165,240,-117.0239424,32.84558627,MAST BL @ WEST HILLS DR/OLD MAST BL SWS
SX-004069-002,COBRA,IND,165,240,-117.0239776,32.84603161,MAST BL @ WEST HILLS DR/OLD MAST BL NEN
SX-004069-003,COBRA,IND,165,240,-117.0242198,32.84583417,MAST BL @ WEST HILLS DR/OLD MAST BL NWW
SX-017142-004,COBRA,IND,165,240,-117.0236186,32.84208257,CARLTON OAKS BL @ WEST HILL DR/OLD MAST BL SWS
SX-003544-001,SHOEBOX,LPS,90,,-117.2524,32.86530396,
SS-028466-001,COBRA,HPS,135,240,-117.0245075,32.83893963,WEST HILLS PKWY N/O MISSION GORGE 1000' E/S
SS-028466-002,COBRA,HPS,135,240,-117.0243912,32.83943856,WEST HILLS PKWY N/O MISSION GORGE 1165' W/S
SS-028466-003,COBRA,HPS,135,240,-117.0239071,32.83969772,WEST HILLS PKWY N/O MISSION GORGE 1335' E/S
,COBRA,IND,55,120,-117.2491168,32.88265882,CS LA JOLLA FARMS RD W/O BLACK GOLD RD 1555' E/S
SX-017142-003,COBRA,IND,165,240,-117.0232445,32.84207484,CARLTON OAKS BL @ WEST HILL DR/OLD MAST BL SEE
SS-005195-001,COBRA,IND,85,120,-117.0337971,32.83798677,BUSHY HILL DR @ SIMEON DR SW
SX-004267-001,COBRA,LPS,135,120,-117.0335151,32.83873297,BUSHY HILL DR @ FATHER JUNIPERO SERRA
SS-018600-001,COBRA,UNKNOWN,135,,-117.0375081,32.83185638,MISSION GORGE RD SW/O FRSERRA TR 3000'
,COBRA,,0,,-117.1096766,32.68259813,
SX-015818-002,COBRA,IND,85,120,-117.1099806,32.68392174,CS MARINE VIEW AV @ OSBOURNE ST NW
SX-015818-001,COBRA,HPS,150,,-117.1099941,32.68376265,MARINE VIEW AV @ OSBORN ST SW
SX-015805-001,COBRA,IND,165,240,-117.1037581,32.68439419,42ND ST @ DIVISION ST S/S
,,,,,-117.1568638,32.70722461,
SS-013030-001,COBRA,HPS,250,,-117.1402173,32.69359596,HARBOR DR @ SICARD ST SE
SS-014941-002,COBRA,HPS,150,,-117.1427555,32.7006443,
SS-014941-001,COBRA,HPS,150,,-117.1422092,32.70067262,
SS-016749-004,COBRA,HPS,150,,-117.1424796,32.70050354,SD-005 @ EVANS POC
SX-013402-002,COBRA,IND,250,,-117.2459782,32.72029623,CATALINA BL @ CANON ST
SS-025020-001,COBRA,IND,85,120,-117.2458308,32.71005401,SILVERGATE AV S/O CEDARBRAE AV 315'
SX-014154-001,COBRA,IND,85,120,-117.2454304,32.71103089,CEDARBRAE @ SILVERGATE
SX-014133-001,COBRA,IND,85,120,-117.2454795,32.71148702,SILVERGATE AV @ SILVERGATE PL W/S
SX-014054-001,COBRA,IND,85,120,-117.2449897,32.71230248,ROSECROFT LN @ SILVERGATE AV SW
SS-023599-003,COBRA,IND,85,120,-117.2473555,32.71272394,ROSECROFT LN E/O CATALINA BL 340' S/S
SS-026880-003,COBRA,IND,85,120,-117.2473384,32.71142253,TRUDY E/O CATALINA 250
SX-013878-001,COBRA,IND,85,240,-117.2447819,32.71413779,PIO PICO ST @ SILVERGATE AV NW
SX-014019-001,COBRA,IND,85,120,-117.2448838,32.71302869,SILVERGATE AV @ VIA FLORES NE
SX-013827-001,COBRA,IND,85,240,-117.2442231,32.71510598,DUPONT ST @ SILVERGATE AV SW
SX-013755-001,COBRA,IND,85,240,-117.2443341,32.71586093,SILVERGATE AV @ WARNER ST SW
SX-013685-001,COBRA,IND,85,240,-117.2437537,32.71686917,DUDLEY ST @ SILVERGATE AV SW
SX-013615-001,COBRA,IND,85,240,-117.243742,32.71791378,CHARLES ST @ SILVERGATE AV NW
SX-013621-001,COBRA,IND,85,240,-117.2427884,32.71776747,ALBION ST @ CHARLES
SX-013679-001,COBRA,IND,85,240,-117.2432131,32.71693605,ALBION ST @ DUDLEY ST SW
SS-009561-001,COBRA,IND,85,240,-117.2432151,32.71595859,ALBION ST @ DUPONT ST S/S
SX-013844-001,COBRA,IND,85,240,-117.2432237,32.71489445,ALBION ST N/O DUPONT ST 350'
SX-013848-001,COBRA,IND,85,120,-117.2424055,32.71457981,DUPONT ST @ GAGE DR SW
SX-013630-001,COBRA,IND,85,240,-117.2418011,32.71742669,CHARLES ST @ GAGE ST W/S
SX-013634-001,COBRA,IND,85,240,-117.240884,32.71711867,CHARLES ST @ LOMA VALLY RD SW
SX-013519-001,COBRA,IND,85,240,-117.2408941,32.71912575,JENNINGS ST @ LOMA VALLEY RD SW
SS-016790-001,COBRA,IND,85,240,-117.2403859,32.719954,LOMA VALLEY RD N/O JENNINGS ST 300'
SX-013505-001,COBRA,IND,85,240,-117.2416677,32.71929677,GAGE DR @ JENNINGS ST W/S
SX-013648-001,COBRA,IND,85,120,-117.2403615,32.71719697,BANGOR ST @ CHARLES ST NE
SX-013475-001,COBRA,IND,85,240,-117.2481423,32.7192897,LOMALAND DR @ TARENTO DR SW
SS-026177-001,COBRA,IND,85,120,-117.2483154,32.71860376,TARENTO DR S/O LOMALAND DR 295'
SX-013620-001,COBRA,IND,85,240,-117.2483988,32.71768332,SAVOY ST @ TARENTO DR
SS-026179-001,COBRA,IND,85,240,-117.2490306,32.71481671,TARENTO DR N/O GARDEN LN 400'
SX-013962-001,COBRA,IND,85,240,-117.2491536,32.7133926,GARDEN LN @ TARENTO DR
SX-013963-001,COBRA,IND,85,240,-117.2486082,32.71331149,GARDEN LN @ SAVOY ST
SX-013757-001,COBRA,IND,85,240,-117.2482838,32.71574508,DUPONT ST @ SAVOY ST SW
SS-024432-001,COBRA,IND,85,240,-117.2485811,32.7147199,SAVOY ST N/O GARDEN LN 400'
SX-013745-001,COBRA,IND,85,240,-117.249023,32.71590819,DUPONT ST @ TARENTO DR
SS-027753-001,COBRA,IND,85,120,-117.2435553,32.71266535,VIA FLORES E/O SILVERGATE 460'
SS-027753-002,COBRA,IND,85,120,-117.2442138,32.71261009,VIA FLORES E/O SILVERGATE 250'
SS-006780-004,COBRA,IND,85,120,-117.2461287,32.71118771,CEDARBRAE LN W/O SILVERGATE AV @ TURN
SS-006780-003,COBRA,IND,55,120,-117.2464833,32.71063669,CEDARBRAE LN W&S/O SILVERGATE AV @ TURN
SS-026259-001,COBRA,IND,85,240,-117.2476434,32.71825948,TEMPLE ST S/O LOMALAND DR 400'
SX-013503-001,COBRA,IND,85,240,-117.2473702,32.71933853,LOMALAND DR @ TEMPLE ST NW
SX-014132-001,COBRA,IND,85,240,-117.2392805,32.71157118,NICHOLS ST @ SAN ELIJO ST SW
SX-014315-001,COBRA,IND,85,240,-117.2397824,32.70972605,LAWRENCE ST @ SAN ELIJO ST SW
SX-014364-001,COBRA,IND,85,240,-117.2411381,32.70898453,KELLOGG ST @ SAN FERNANDO ST SW
SX-014442-001,COBRA,IND,85,240,-117.2414358,32.70807912,JENKINS ST @ SAN FERNANDO ST NE
SX-014173-001,COBRA,IND,85,240,-117.2406442,32.7108684,MC CALL ST @ SAN FERNANDO ST SW
SX-014214-001,COBRA,IND,85,120,-117.239552,32.71066257,MC CALL ST @ SAN ELIJO ST SW
SX-014029-001,COBRA,IND,85,240,-117.2401637,32.71277009,OWEN ST @ SAN FERNANDO ST W/S
SX-014276-001,COBRA,IND,85,240,-117.2408963,32.70995354,LAWRENCE ST @ SAN FERNANDO ST W/S
SS-024046-001,COBRA,IND,85,120,-117.2402607,32.70808753,SAN ELIJO ST S/O KELLOGG ST 275' W/S
SS-024079-002,COBRA,IND,85,240,-117.2423393,32.70836262,SAN GORGONIO ST S/O KELLOGG ST 350'
SS-024079-001,COBRA,IND,85,240,-117.2424426,32.70856828,SAN GORGONIO ST S/O KELLOGG ST 150'
SX-013930-001,COBRA,IND,85,120,-117.2409523,32.71387795,PERRY ST @ SAN GORGONIO ST W/S
SX-014038-001,COBRA,IND,85,240,-117.2388256,32.71260252,OWEN ST @ SAN ELIJO ST NE
SS-024042-001,COBRA,IND,85,240,-117.2386809,32.71354528,SAN ELIJO ST S/O QUALTROUGH ST 350' S/S
SX-014337-001,COBRA,IND,85,120,-117.23748,32.70928066,LAWRENCE ST @ SAN ANTONIO AV SW
SX-014069-001,COBRA,IND,85,240,-117.2367442,32.71211478,OWEN ST @ SAN ANTONIO AV SW
SX-013925-001,COBRA,IND,85,240,-117.2362509,32.71393987,QUALTROUGH ST @ SAN ANTONIO AV SW
SX-013560-001,COBRA,IND,85,120,-117.2339322,32.71867812,BESSEMER ST @ SCOTT ST N W
SX-013436-001,COBRA,IND,85,120,-117.2311738,32.72030922,SCOTT ST @ UPSHUR ST SW
SX-013464-003,COBRA,IND,85,120,-117.2318484,32.71978803,SCOTT ST @ TALBOT ST NW
SX-013464-004,COBRA,IND,85,120,-117.2317045,32.71970277,SCOTT ST @ TALBOT ST NE
SX-013464-001,COBRA,IND,85,120,-117.2320068,32.71966456,SCOTT ST @ TALBOT ST SW
SX-013464-002,COBRA,IND,85,120,-117.2318216,32.71954224,SCOTT ST @ TALBOT ST SE
SS-006146-001,COBRA,IND,85,120,-117.2290247,32.71988151,CANON ST E/O SHAFTER ST 285' NE
SX-013531-001,COBRA,LPS,150,,-117.2396151,32.7187821,BANGOR ST @ JENNING ST SW
,COBRA,IND,55,120,-117.2376565,32.7104034,MC CALL ST W/O SAN ANTONIO AV 150' N/S
,COBRA,IND,85,120,-117.2371725,32.71030852,MC CALL ST @ SAN ANTONIO AV NW
SS-026119-001,COBRA,IND,85,120,-117.2312559,32.71926335,ANCHORAGE LN @ TALBOT ST SW
SX-015112-001,COBRA,IND,85,240,-117.1402729,32.70002815,EVANS ST @ KEARNEY AV W/S
SS-016791-001,COBRA,IND,85,240,-117.2408725,32.71826833,LOMA VALLEY RD N/O CHARLES ST 400'
SX-013438-002,COBRA,IND,85,240,-117.2330851,32.7201405,ROSECRANS ST @ TALBOT ST NW
SS-023580-001,COBRA,IND,85,120,-117.235577,32.71837417,ROSECRANS ST S/O ARMADA PL 100' W
SX-014325-001,COBRA,IND,85,120,-117.2386927,32.70949821,LAWRENCE ST @ ROSECRANS ST SW
SX-013866-001,COBRA,IND,85,120,-117.2370037,32.71425912,QUALTROUGH ST @ ROSECRANS ST NE
SX-014432-001,COBRA,IND,85,120,-117.2377085,32.70844402,KELLOGG ST @ SAN ANTONIO AV NW
SX-014140-001,COBRA,IND,165,120,-117.2382199,32.71140659,NICHOLS ST @ ROSECRANS SW
SX-013635-001,COBRA,IND,165,120,-117.236365,32.71588917,KONA WY @ ROSECRANS ST E/S
SX-013438-003,COBRA,IND,85,240,-117.2326945,32.72030445,SCOTT ST @ TALBOT ST SW
SX-013529-001,COBRA,IND,85,120,-117.2345601,32.71910046,BESSEMER ST @ ROSECRANS ST SW
SS-023581-001,COBRA,IND,165,120,-117.2359741,32.71777089,ROSECRANS ST N/O ARMADA PL 90' W
SX-014058-001,COBRA,IND,165,120,-117.2380346,32.71222234,OWEN ST @ ROSECRANS ST SW
SX-014423-001,COBRA,IND,85,120,-117.2389486,32.70853391,KELLOGG ST @ ROSECRANS ST SW
SS-023584-001,COBRA,IND,85,120,-117.23771,32.71323725,ROSECRANS N/O OWENS 325'
SX-014984-001,COBRA,IND,85,120,-117.1468002,32.70195963,BEARDSLEY ST @ NATIONAL AV NW
SS-019680-001,COBRA,IND,85,240,-117.1473378,32.70233192,NATIONAL AV E/O SIGSBEE ST 348' N/S
SX-014919-001,COBRA,IND,85,120,-117.1459122,32.70252108,BEARDSLEY ST @ L0GAN AV SEC
SS-016717-002,COBRA,IND,85,120,-117.144979,32.70206498,LOGAN AV NW/O CROSBY ST 328' N/S
SS-016717-001,COBRA,IND,85,120,-117.1447532,32.70171798,LOGAN AV NW/O CROSBY ST 174' S/S
SX-015030-001,COBRA,IND,85,120,-117.1476722,32.70096087,BEARDSLEY ST @ NEWTON AV SW
SS-003814-001,COBRA,IND,85,120,-117.1479671,32.70063415,BEARDSLEY ST S/O NEWTON AV 150'
SX-015083-001,COBRA,IND,85,120,-117.1484513,32.70020397,BEARDSLEY ST @ MAIN ST SW
SX-015145-001,COBRA,IND,85,120,-117.1433399,32.69958893,DEWEY ST @ NATIONAL AV N/S
SS-019698-001,COBRA,IND,85,120,-117.1441976,32.70016013,NATIONAL AV SE/O CROSBY ST 300' E/S 1E
SX-013763-001,COBRA,IND,85,120,-117.2475252,32.71568324,CATALINA BL @ DUPONT ST SW
SS-006698-001,COBRA,IND,85,120,-117.247915,32.71444755,CATALINA BL @ PIO PICO ST SW
SS-026880-001,COBRA,IND,85,120,-117.2486121,32.71143866,CATALINA BL @ TRUDY LN SW
SS-006780-001,COBRA,IND,85,120,-117.2488586,32.71058635,CATALINA BL @ CEDARBRAE LN SW
SS-006780-002,COBRA,IND,85,120,-117.2485909,32.71073741,CATALINA BL @ CEDARBRAE LN NE
SS-011841-001,COBRA,IND,85,120,-117.247849,32.71358804,CATALINA BL @ GARDEN LN NE N/INT
SS-011841-002,COBRA,IND,85,120,-117.2476433,32.71397118,CATALINA BL @ GARDEN LN NE S/INT
SS-021848-001,COBRA,IND,85,120,-117.2475527,32.71476369,CATALINA BL @ PIO PICO ST NE
SS-009501-001,COBRA,IND,85,120,-117.2467979,32.71759216,CATALINA BL @ DUDLEY ST NE
SS-006972-001,COBRA,IND,85,120,-117.2465333,32.71852347,CATALINA BL @ CHARLES ST NE
SS-009559-001,COBRA,IND,85,120,-117.2472632,32.71562901,CATALINA BL @ DUPONT ST NE
SX-013466-001,COBRA,IND,85,240,-117.2433194,32.71954069,JENNINGS ST @ SILVER GATE AV SW
SS-014595-001,COBRA,IND,85,120,-117.2447139,32.71981184,JENNINGS ST E/O CATALINA BL 480' S/S
SS-028784-002,COBRA,IND,85,240,-117.2424439,32.71838594,WILCOX ST E/O SILVERGATE AV @ CDS
SX-013548-002,COBRA,IND,85,240,-117.2435532,32.71864518,SILVERGATE AV @ WILCOX ST SW
SS-006972-002,COBRA,IND,85,240,-117.2452867,32.71805697,CHARLES ST E/O CATALINA BL 430' S/S
SX-013430-001,COBRA,IND,85,240,-117.2532019,32.72038886,STAFFORD PL S/O AMIFORD DR @ CDS
SS-002381-002,COBRA,IND,85,240,-117.2533916,32.71898884,AMIFORD DR S/O CASITAS ST @ CDS
SX-013442-002,COBRA,IND,85,240,-117.2533866,32.72008088,AMIFORD DR @ CASITAS ST N/S
SX-013471-001,COBRA,IND,85,240,-117.242368,32.71935002,ALBION ST @ JENNING ST S/S
SX-013378-001,COBRA,IND,85,120,-117.2463882,32.72013045,CATALINA BL @ JENNINGS ST SW S/INT
SS-028278-001,COBRA,IND,85,120,-117.2470349,32.71660636,CATALINA BL @ WARNER ST NE
SS-009558-001,COBRA,IND,85,120,-117.247276,32.716461,CATALINA BL @ WARNER ST SW
SS-023810-001,COBRA,IND,85,120,-117.2365113,32.7203458,RUNNYMEADE LN N/O HARORVIEW DR 250' S/W @ CDS
SS-028783-001,COBRA,IND,85,240,-117.2462864,32.71935728,CATALINA BL @ WILCOX ST NEC
SX-017648-001,COBRA,IND,85,240,-117.2463554,32.71915635,CATALINA BL @ LOMA LAND DR NEN
SX-017648-004,COBRA,IND,85,240,-117.2465215,32.71924698,CATALINA BL @ LOMA LAND DR NWW
SX-013439-003,COBRA,HPS,250,,-117.2459927,32.72022356,CATALINA BL @ JENNINGS ST N
SX-013439-001,COBRA,HPS,250,,-117.245958,32.72017403,CATALINA BL @ JENNINGS ST NE S/INT
SX-017648-003,COBRA,IND,85,240,-117.2466004,32.71897041,CATALINA BL @ LOMA LAND DR SWS
SS-006696-001,COBRA,IND,85,120,-117.2468911,32.71829,CATALINA BL @ CHARLES ST SW
SX-013622-001,COBRA,IND,85,120,-117.2470305,32.71745147,CATALINA BL @ DUDLEY ST S
SS-026880-002,COBRA,IND,85,120,-117.2483641,32.71167066,CATALINA BL @ TRUDY LN NE
SX-013964-001,COBRA,IND,85,120,-117.2482249,32.71331184,CATALINA BL @ GARDEN LN SW S/INT
SS-023599-002,COBRA,IND,85,120,-117.2479453,32.71313196,CATALINA BL @ ROSECROFT LN NE
SS-023599-001,COBRA,IND,85,120,-117.2483105,32.71289624,CATALINA BL @ ROSECROFT LN SW
SX-014984-002,COBRA,IND,85,120,-117.1466833,32.70167834,BEARDSLEY ST @ NATIONAL AV SE
SX-015006-004,COBRA,IND,165,120,-117.1444706,32.70145529,CROSBY ST @ LOGAN AV NWW
